subEventName,playerId,matchId,teamId,eventSec,eventMin
Shot,224206,2499958,1633,5677.842704999999,94.6
Shot,8959,2499958,1659,5757.410053,96.0
Shot,15808,2499959,1612,163.36928999999998,2.7
Shot,222220,2499959,1612,528.567437,8.8
Shot,38377,2499959,1673,974.212114,16.2
Shot,18550,2499959,1612,1387.750356,23.1
Shot,18550,2499959,1612,1503.385342,25.1
Shot,18550,2499959,1612,1602.579961,26.7
Shot,25747,2499959,1612,2663.427279,44.4
Shot,15808,2499959,1612,2708.93951,45.1
Shot,25747,2499959,1612,3232.714018999999,53.9
Shot,8319,2499959,1612,3427.440015,57.1
Shot,25747,2499959,1612,3531.4319890000006,58.9
Shot,25747,2499959,1612,4083.789098000001,68.1
Shot,120353,2499959,1612,4350.665467999999,72.5
Shot,120353,2499959,1612,4575.038260000001,76.3
Shot,15808,2499959,1612,4842.820755000001,80.7
Shot,9419,2499959,1673,5197.468574,86.6
Shot,9419,2499959,1673,5284.749222999999,88.1
Shot,25571,2499960,10531,391.9452710000001,6.5
Shot,61962,2499960,10531,951.230637,15.9
Shot,246866,2499960,10531,1639.951001,27.3
Shot,230020,2499960,1609,1742.788355,29.0
Shot,25571,2499960,10531,1830.736571,30.5
Shot,3560,2499960,1609,1925.75045,32.1
Shot,10252,2499960,10531,2031.688081,33.9
Shot,262,2499960,10531,2373.012925,39.6
Shot,20612,2499960,1609,2457.203606,41.0
Shot,7855,2499960,1609,2507.242818,41.8
Shot,49876,2499960,1609,2593.544969,43.2
Shot,10252,2499960,10531,3016.3500249999997,50.3
Shot,3319,2499960,1609,3369.622007,56.2
Shot,25571,2499960,10531,3645.1623560000007,60.8
Shot,230020,2499960,1609,3861.964044,64.4
Shot,8336,2499960,10531,4204.886538999999,70.1
Shot,77552,2499960,10531,4255.590002000001,70.9
Shot,10252,2499960,10531,5150.253499999999,85.8
Shot,70965,2499961,1633,176.002208,2.9
Shot,38031,2499961,1628,1385.989532,23.1
Shot,8582,2499961,1633,1559.236154,26.0
Shot,21100,2499961,1633,1587.427514,26.5
Shot,8471,2499961,1628,1698.275367,28.3
Shot,127537,2499961,1628,1832.875531,30.5
Shot,8582,2499961,1633,2674.983218,44.6
Shot,8471,2499961,1628,2910.719092,48.5
Shot,8623,2499961,1628,2917.445121,48.6
Shot,127537,2499961,1628,3042.186071,50.7
Shot,7941,2499961,1633,3004.855116999999,50.1
Shot,397168,2499961,1628,3139.1884179999997,52.3
Shot,7958,2499961,1628,3260.735886999999,54.3
Shot,379209,2499961,1633,3794.249909,63.2
Shot,9739,2499962,1659,238.853255,4.0
Shot,9279,2499962,1659,703.248318,11.7
Shot,8959,2499962,1659,711.678843,11.9
Shot,3360,2499962,1610,872.8955880000001,14.5
Shot,8959,2499962,1659,1397.688952,23.3
Shot,9739,2499962,1659,1456.540268,24.3
Shot,7887,2499962,1610,1783.769302,29.7
Shot,8246,2499962,1610,1954.970842,32.6
Shot,8032,2499962,1610,2317.672333,38.6
Shot,25553,2499962,1610,2443.100165,40.7
Shot,11669,2499962,1659,3009.5624270000008,50.2
Shot,25707,2499962,1610,3092.945409,51.5
Shot,302518,2499962,1659,3183.803231,53.1
Shot,22889,2499962,1610,3488.417354000001,58.1
Shot,8959,2499962,1659,3790.4448699999994,63.2
Shot,11669,2499962,1659,3936.291649999999,65.6
Shot,8959,2499962,1659,3967.940891,66.1
Shot,134102,2499962,1659,3969.749703000002,66.2
Shot,8032,2499962,1610,4180.718411,69.7
Shot,3360,2499962,1610,4310.366876,71.8
Shot,3360,2499962,1610,4338.824819000001,72.3
Shot,3360,2499962,1610,4409.497144000001,73.5
Shot,25707,2499962,1610,4742.6679,79.0
Shot,450826,2499962,1610,5224.597088,87.1
Shot,450826,2499962,1610,5295.961206,88.3
Shot,25707,2499962,1610,5516.531525,91.9
Shot,283142,2499963,1631,39.75394299999999,0.7
Shot,8653,2499963,1631,72.319751,1.2
Shot,7879,2499963,1623,284.835021,4.7
Shot,265366,2499963,1631,563.273982,9.4
Shot,7879,2499963,1623,1454.13836,24.2
Shot,353236,2499963,1623,1585.045853,26.4
Shot,145692,2499963,1623,2191.87813,36.5
Shot,7879,2499963,1623,2289.511344,38.2
Shot,7919,2499963,1623,2702.519432,45.0
Shot,7879,2499963,1623,2708.760656,45.1
Shot,7944,2499963,1623,2717.30676,45.3
Shot,285508,2499963,1631,4572.998396999999,76.2
Shot,285508,2499963,1631,4574.822902,76.2
Shot,192748,2499963,1631,4714.688876,78.6
Shot,7879,2499963,1623,5037.756505000001,84.0
Shot,7919,2499963,1623,5084.685715,84.7
Shot,8240,2499963,1623,5169.579887,86.2
Shot,8004,2499964,1613,755.783581,12.6
Shot,254898,2499964,1613,1002.377164,16.7
Shot,70215,2499964,1613,1004.465075,16.7
Shot,9123,2499964,1646,1625.31371,27.1
Shot,70215,2499964,1613,1792.800241,29.9
Shot,8004,2499964,1613,2324.521046,38.7
Shot,8620,2499964,1613,2363.360285,39.4
Shot,9123,2499964,1646,2766.001658,46.1
Shot,3327,2499964,1613,2870.795678999999,47.8
Shot,9123,2499964,1646,2925.951563999999,48.8
Shot,339789,2499964,1613,3509.104869999999,58.5
Shot,254898,2499964,1613,3843.136458000001,64.1
Shot,8833,2499964,1613,3875.047872999999,64.6
Shot,9123,2499964,1646,3961.18763,66.0
Shot,3327,2499964,1613,4340.191414000001,72.3
Shot,9127,2499964,1646,4522.413945,75.4
Shot,8980,2499964,1646,4596.083588000001,76.6
Shot,9227,2499964,1613,4730.147107000001,78.8
Shot,7978,2499964,1613,4760.732942000001,79.3
Shot,8284,2499964,1646,4985.809956000001,83.1
Shot,8944,2499964,1646,5017.039721000001,83.6
Shot,9127,2499964,1646,5044.4555820000005,84.1
Shot,8980,2499964,1646,5199.378023000001,86.7
Shot,270828,2499964,1646,5456.140348999999,90.9
