matchId,shots_array,total_shots,late_game_shots,late_game_density
2500056,"[4.1, 6.0, 17.5, 25.1, 28.7, 38.8, 41.4, 43.9, 48.2, 51.8, 53.2, 54.7, 60.1, 62.1, 67.4, 76.5, 80.0, 85.5, 89.1, 90.8, 92.0]",21,9,0.42857142857142855
2500057,"[9.8, 13.1, 14.6, 17.2, 18.5, 23.0, 23.4, 26.4, 27.5, 29.4, 38.5, 39.9, 41.0, 45.5, 45.6, 46.4, 54.1, 55.4, 65.2, 67.1, 69.0, 76.0, 77.8, 84.8, 88.4, 93.8]",26,8,0.3076923076923077
2500058,"[1.7, 5.4, 10.7, 14.1, 15.9, 18.3, 22.0, 23.6, 27.4, 28.4, 31.9, 32.5, 34.4, 40.0, 40.3, 42.3, 43.1, 44.2, 47.0, 51.8, 57.9, 58.1, 60.6, 64.2, 64.8, 67.8, 68.8, 71.4, 72.6, 74.1, 78.5, 81.1, 84.6, 87.4, 90.5, 91.0, 91.5, 93.2]",38,16,0.42105263157894735
2500059,"[1.6, 6.2, 18.1, 31.4, 34.8, 35.4, 40.4, 46.8, 48.5, 57.8, 59.5, 61.1, 65.6, 67.7, 69.1, 75.4, 90.8]",17,6,0.35294117647058826
2500060,"[4.8, 21.0, 27.6, 32.7, 36.4, 38.6, 40.9, 48.3, 49.6, 57.1, 59.0, 60.3, 61.4, 65.7, 69.2, 73.2, 75.7, 79.5, 80.2, 86.3, 93.9]",21,10,0.47619047619047616
2500061,"[6.6, 10.3, 13.3, 25.3, 38.7, 45.1, 48.5, 54.1, 56.4, 64.6]",10,1,0.1
2500062,"[15.8, 17.9, 22.6, 23.2, 27.2, 33.2, 37.5, 44.4, 46.4, 47.7, 52.1, 64.7, 71.3, 76.4, 87.4, 92.0, 95.5]",17,6,0.35294117647058826
2500063,"[5.8, 7.6, 10.2, 12.6, 19.3, 32.7, 39.9, 47.1, 49.1, 53.2, 55.2, 56.9, 58.5, 60.3, 65.4, 72.0, 74.9, 78.1, 87.0, 90.1, 90.6, 92.6]",22,9,0.4090909090909091
2500064,"[1.5, 7.7, 11.9, 21.1, 28.9, 29.1, 43.0, 44.1, 44.6, 48.0, 50.1, 50.5, 63.6, 64.3, 67.7, 71.6, 72.3, 74.6, 78.8, 86.0]",20,8,0.4
2500065,"[6.1, 22.9, 26.8, 35.9, 37.2, 48.2, 48.9, 50.1, 54.6, 60.0, 62.0, 75.4, 77.2, 83.3, 84.5]",15,6,0.4
2500066,"[18.9, 23.8, 27.7, 28.8, 32.2, 33.4, 36.2, 40.4, 41.2, 44.9, 47.6, 51.1, 52.6, 62.9, 68.4, 69.5, 76.8, 82.4, 83.4, 85.3, 89.4, 91.0]",22,9,0.4090909090909091
2500067,"[4.7, 15.1, 19.1, 20.1, 28.5, 32.9, 33.6, 35.6, 37.8, 46.7, 47.5, 48.3, 51.6, 52.4, 53.3, 56.0, 56.3, 58.0, 59.5, 60.5, 64.9, 78.1, 83.3, 84.4, 86.4, 87.5, 87.5, 88.6, 90.5, 91.9, 92.8]",31,12,0.3870967741935484
2500068,"[1.8, 4.6, 24.1, 26.7, 28.4, 50.5, 51.3, 54.9, 57.1, 63.8, 68.7, 73.3, 79.3, 79.8, 82.7, 83.7, 87.3, 93.3]",18,9,0.5
2500069,"[12.0, 15.8, 19.5, 20.8, 22.3, 22.6, 24.5, 25.4, 40.4, 43.6, 50.4, 55.7, 57.9, 62.6, 68.8, 69.4, 71.2, 72.3, 75.4, 75.9, 76.7, 81.6]",22,9,0.4090909090909091
2500070,"[8.2, 16.1, 19.4, 22.2, 30.9, 34.5, 43.7, 45.3, 45.6, 50.7, 52.5, 54.0, 55.7, 59.6, 67.7, 71.4, 72.5, 74.3, 76.9, 77.0, 87.2, 88.5, 90.8]",23,9,0.391304347826087
2500071,"[1.9, 6.8, 8.5, 10.9, 18.0, 28.2, 37.0, 42.6, 49.5, 51.5, 53.3, 56.9, 66.4, 71.4, 72.5, 79.2, 83.9, 85.1]",18,6,0.3333333333333333
2500072,"[6.2, 9.1, 13.5, 16.2, 17.3, 23.7, 32.3, 34.1, 34.9, 35.6, 36.5, 41.4, 45.6, 52.5, 55.5, 70.2, 76.9, 81.6, 82.6, 87.1]",20,5,0.25
2500073,"[2.8, 8.1, 17.1, 23.2, 29.8, 30.8, 31.1, 32.7, 39.4, 40.5, 45.6, 45.2, 49.9, 56.4, 73.9, 83.3, 84.4, 86.1, 87.4]",19,5,0.2631578947368421
2500074,"[0.3, 4.0, 8.4, 12.7, 18.6, 21.6, 22.2, 35.7, 39.9, 43.7, 45.7, 52.9, 53.3, 55.5, 63.1, 67.5, 77.6, 78.9, 81.7, 81.8, 91.1, 93.5]",22,8,0.36363636363636365
2500075,"[1.1, 2.9, 4.3, 13.9, 14.8, 21.5, 27.3, 37.7, 39.6, 41.8, 42.7, 46.9, 46.5, 49.2, 57.5, 59.3, 60.3, 73.8, 77.9, 79.6, 88.8, 88.8, 90.8, 91.3, 94.5]",25,9,0.36
2500076,"[0.3, 1.4, 2.7, 9.6, 10.1, 13.9, 14.3, 23.5, 24.0, 24.8, 29.4, 36.2, 38.6, 45.7, 46.1, 46.7, 47.5, 51.9, 63.7, 72.2, 82.2, 90.3, 91.4]",23,5,0.21739130434782608
2500077,"[1.6, 23.7, 34.6, 36.1, 38.2, 42.3, 46.0, 52.3, 55.8, 56.4, 59.1, 60.0, 61.0, 63.9, 66.8, 77.4, 80.0, 82.7, 85.6, 87.6, 96.1]",21,10,0.47619047619047616
2500078,"[7.1, 15.4, 23.3, 32.9, 36.2, 38.7, 40.1, 48.3, 47.1, 48.8, 55.8, 57.0, 59.1, 86.9, 90.1, 91.0]",16,3,0.1875
2500079,"[10.0, 10.6, 14.6, 24.1, 26.5, 29.0, 33.7, 34.1, 34.5, 38.4, 41.1, 42.0, 44.2, 50.3, 50.7, 57.4, 61.2, 68.9, 81.4, 82.2, 82.9, 85.9, 87.1]",23,7,0.30434782608695654
2500080,"[27.2, 29.8, 34.8, 35.5, 42.4, 43.6, 43.7, 44.8, 55.2, 56.6, 65.4, 68.2, 72.2, 81.4]",14,4,0.2857142857142857
2500081,"[1.6, 4.4, 46.8, 66.2, 79.5, 79.9, 86.9, 92.8]",8,5,0.625
2500082,"[8.0, 9.0, 13.2, 15.1, 21.5, 21.7, 29.2, 39.0, 39.9, 51.3, 52.0, 52.7, 59.1, 60.2, 67.8, 69.4, 74.7, 78.3, 80.2, 84.8, 87.5, 93.8]",22,9,0.4090909090909091
2500083,"[4.7, 6.0, 7.0, 11.9, 14.6, 21.6, 22.4, 25.3, 36.3, 37.5, 37.9, 44.8, 45.8, 45.4, 52.2, 56.9, 62.1, 70.5, 76.7, 80.2, 83.1, 84.2, 89.8, 92.1, 94.5, 95.9]",26,10,0.38461538461538464
2500084,"[5.6, 14.9, 25.3, 31.6, 35.2, 36.6, 40.8, 45.8, 46.8, 48.0, 54.5, 62.9, 66.2, 69.7, 74.9, 83.0, 90.4, 91.5]",18,7,0.3888888888888889
2500085,"[8.5, 10.3, 22.7, 28.3, 42.7, 46.6, 60.6, 63.4, 65.1, 65.6, 68.1, 72.0, 75.1, 87.0, 87.0]",15,9,0.6
2500086,"[0.4, 3.2, 6.2, 12.4, 12.8, 15.8, 23.5, 32.5, 36.1, 36.6, 41.0, 43.9, 48.9, 50.4, 53.2, 55.5, 56.4, 58.7, 60.2, 61.8, 63.4, 63.6, 64.2, 68.7, 70.7, 72.6, 78.9, 80.3, 82.7, 84.2, 88.2, 94.5, 94.9]",33,15,0.45454545454545453
2500087,"[6.2, 13.1, 15.4, 15.9, 22.7, 34.3, 37.6, 40.0, 41.2, 43.8, 48.9, 52.9, 57.5, 57.9, 66.9, 71.8, 76.8, 79.6, 80.7, 84.8, 87.1, 90.7]",22,8,0.36363636363636365
2500088,"[0.6, 12.5, 14.1, 14.7, 20.7, 24.7, 25.6, 34.2, 35.1, 35.9, 37.3, 39.2, 40.2, 41.6, 45.5, 52.7, 54.1, 57.0, 60.4, 63.4, 65.2, 65.5, 72.7, 77.6, 78.3, 80.8, 89.4]",27,9,0.3333333333333333
2500089,"[1.8, 3.1, 6.9, 9.3, 13.1, 13.7, 16.6, 17.2, 35.1, 39.6, 43.6, 46.0, 45.2, 51.3, 63.1, 66.4, 68.0, 69.0, 70.2, 72.2, 74.8, 84.4, 87.3]",23,9,0.391304347826087
2500090,"[4.3, 15.3, 16.4, 17.0, 30.1, 34.9, 41.5, 42.7, 44.3, 46.0, 47.6, 50.0, 54.3, 57.0, 57.5, 70.8, 73.4, 80.5, 82.8, 84.5, 87.7]",21,6,0.2857142857142857
2500091,"[9.7, 17.4, 19.7, 26.8, 29.1, 30.9, 34.2, 35.2, 36.9, 38.7, 41.0, 54.8, 65.7, 72.6, 78.9, 91.1, 92.0, 92.6]",18,6,0.3333333333333333
2500092,"[10.5, 24.0, 40.8, 42.3, 46.8, 64.3, 73.4, 82.4, 87.9]",9,4,0.4444444444444444
2500093,"[0.3, 8.3, 9.9, 12.5, 13.4, 16.3, 19.1, 23.6, 26.6, 35.0, 38.8, 45.3, 46.9, 57.0, 67.5, 83.6, 90.7]",17,3,0.17647058823529413
2500094,"[0.9, 3.7, 12.5, 13.8, 18.9, 25.1, 26.8, 27.4, 32.6, 35.4, 36.2, 37.0, 44.8, 45.8, 61.5, 62.2, 67.0, 71.4, 75.6, 84.8, 87.2]",21,7,0.3333333333333333
2500095,"[10.3, 13.3, 23.6, 26.7, 27.0, 30.4, 31.4, 46.0, 47.5, 50.6, 53.4, 65.3, 70.2, 78.4, 86.6, 87.5, 88.3, 92.8, 94.0, 94.0]",20,9,0.45
2500096,"[8.4, 12.1, 33.9, 35.5, 39.0, 39.6, 42.3, 44.4, 45.1, 49.0, 49.6, 52.0, 52.8, 53.9, 54.8, 55.8, 57.6, 60.1, 65.2, 67.3, 87.4]",21,4,0.19047619047619047
2500097,"[2.3, 5.0, 11.1, 11.6, 17.3, 20.5, 29.6, 30.7, 34.9, 36.3, 41.4, 44.1, 46.9, 49.9, 54.3, 56.3, 56.9, 66.5, 82.8, 89.3, 89.9, 91.0]",22,5,0.22727272727272727
2500098,"[14.7, 15.3, 17.9, 25.1, 26.8, 29.1, 32.7, 41.2, 47.2, 48.5, 50.8, 51.8, 54.9, 56.8, 59.6, 66.5, 68.0, 71.5, 78.8, 86.2]",20,5,0.25
